Campaign,Ad Group,Keyword,Criterion Type,Final URL,Status
PI Verona Quartieri,AG - Verona Centro,idraulico verona centro,Phrase,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,idraulico verona centro,Exact,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,idraulico urgente verona centro,Phrase,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,idraulico urgente verona centro,Exact,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,pronto intervento idraulico verona centro,Phrase,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,pronto intervento idraulico verona centro,Exact,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,idraulico h24 verona centro,Phrase,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,idraulico h24 verona centro,Exact,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,emergenza idraulico verona centro,Phrase,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Verona Centro,emergenza idraulico verona centro,Exact,https://gala400.it/quartieri/idraulico-verona-centro.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico borgo trento,Phrase,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico borgo trento,Exact,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico urgente borgo trento,Phrase,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico urgente borgo trento,Exact,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,pronto intervento idraulico borgo trento,Phrase,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,pronto intervento idraulico borgo trento,Exact,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico h24 borgo trento,Phrase,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,idraulico h24 borgo trento,Exact,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,emergenza idraulico borgo trento,Phrase,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Trento,emergenza idraulico borgo trento,Exact,https://gala400.it/quartieri/idraulico-borgo-trento.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico borgo roma,Phrase,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico borgo roma,Exact,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico urgente borgo roma,Phrase,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico urgente borgo roma,Exact,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,pronto intervento idraulico borgo roma,Phrase,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,pronto intervento idraulico borgo roma,Exact,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico h24 borgo roma,Phrase,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,idraulico h24 borgo roma,Exact,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,emergenza idraulico borgo roma,Phrase,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - Borgo Roma,emergenza idraulico borgo roma,Exact,https://gala400.it/quartieri/idraulico-borgo-roma.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico san zeno,Phrase,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico san zeno,Exact,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico urgente san zeno,Phrase,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico urgente san zeno,Exact,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,pronto intervento idraulico san zeno,Phrase,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,pronto intervento idraulico san zeno,Exact,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico h24 san zeno,Phrase,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,idraulico h24 san zeno,Exact,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,emergenza idraulico san zeno,Phrase,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - San Zeno,emergenza idraulico san zeno,Exact,https://gala400.it/quartieri/idraulico-san-zeno.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico valdonega,Phrase,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico valdonega,Exact,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico urgente valdonega,Phrase,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico urgente valdonega,Exact,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,pronto intervento idraulico valdonega,Phrase,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,pronto intervento idraulico valdonega,Exact,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico h24 valdonega,Phrase,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,idraulico h24 valdonega,Exact,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,emergenza idraulico valdonega,Phrase,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Valdonega,emergenza idraulico valdonega,Exact,https://gala400.it/quartieri/idraulico-valdonega.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico cittadella,Phrase,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico cittadella,Exact,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico urgente cittadella,Phrase,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico urgente cittadella,Exact,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,pronto intervento idraulico cittadella,Phrase,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,pronto intervento idraulico cittadella,Exact,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico h24 cittadella,Phrase,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,idraulico h24 cittadella,Exact,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,emergenza idraulico cittadella,Phrase,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Cittadella,emergenza idraulico cittadella,Exact,https://gala400.it/quartieri/idraulico-cittadella.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico filippini,Phrase,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico filippini,Exact,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico urgente filippini,Phrase,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico urgente filippini,Exact,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,pronto intervento idraulico filippini,Phrase,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,pronto intervento idraulico filippini,Exact,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico h24 filippini,Phrase,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,idraulico h24 filippini,Exact,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,emergenza idraulico filippini,Phrase,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Filippini,emergenza idraulico filippini,Exact,https://gala400.it/quartieri/idraulico-filippini.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico stadio,Phrase,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico stadio,Exact,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico urgente stadio,Phrase,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico urgente stadio,Exact,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,pronto intervento idraulico stadio,Phrase,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,pronto intervento idraulico stadio,Exact,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico h24 stadio,Phrase,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,idraulico h24 stadio,Exact,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,emergenza idraulico stadio,Phrase,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Stadio,emergenza idraulico stadio,Exact,https://gala400.it/quartieri/idraulico-stadio.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico quadrante europa,Phrase,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico quadrante europa,Exact,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico urgente quadrante europa,Phrase,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico urgente quadrante europa,Exact,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,pronto intervento idraulico quadrante europa,Phrase,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,pronto intervento idraulico quadrante europa,Exact,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico h24 quadrante europa,Phrase,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,idraulico h24 quadrante europa,Exact,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,emergenza idraulico quadrante europa,Phrase,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - Quadrante Europa,emergenza idraulico quadrante europa,Exact,https://gala400.it/quartieri/idraulico-quadrante-europa.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico san michele,Phrase,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico san michele,Exact,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico urgente san michele,Phrase,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico urgente san michele,Exact,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,pronto intervento idraulico san michele,Phrase,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,pronto intervento idraulico san michele,Exact,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico h24 san michele,Phrase,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,idraulico h24 san michele,Exact,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,emergenza idraulico san michele,Phrase,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - San Michele,emergenza idraulico san michele,Exact,https://gala400.it/quartieri/idraulico-san-michele.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico golosine,Phrase,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico golosine,Exact,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico urgente golosine,Phrase,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico urgente golosine,Exact,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,pronto intervento idraulico golosine,Phrase,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,pronto intervento idraulico golosine,Exact,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico h24 golosine,Phrase,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,idraulico h24 golosine,Exact,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,emergenza idraulico golosine,Phrase,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Golosine,emergenza idraulico golosine,Exact,https://gala400.it/quartieri/idraulico-golosine.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico parona,Phrase,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico parona,Exact,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico urgente parona,Phrase,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico urgente parona,Exact,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,pronto intervento idraulico parona,Phrase,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,pronto intervento idraulico parona,Exact,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico h24 parona,Phrase,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,idraulico h24 parona,Exact,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,emergenza idraulico parona,Phrase,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Parona,emergenza idraulico parona,Exact,https://gala400.it/quartieri/idraulico-parona.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico chievo,Phrase,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico chievo,Exact,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico urgente chievo,Phrase,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico urgente chievo,Exact,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,pronto intervento idraulico chievo,Phrase,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,pronto intervento idraulico chievo,Exact,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico h24 chievo,Phrase,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,idraulico h24 chievo,Exact,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,emergenza idraulico chievo,Phrase,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - Chievo,emergenza idraulico chievo,Exact,https://gala400.it/quartieri/idraulico-chievo.html,Enabled
PI Verona Quartieri,AG - San Paolo,idraulico san paolo,Phrase,https://gala400.it/quartieri/idraulico-san-paolo.html,Enabled
PI Verona Quartieri,AG - San Paolo,idraulico san paolo,Exact,https://gala400.it/quartieri/idraulico-san-paolo.html,Enabled
PI Verona Quartieri,AG - San Paolo,idraulico urgente san paolo,Phrase,https://gala400.it/quartieri/idraulico-san-paolo.html,Enabled
PI Verona Quartieri,AG - San Paolo,idraulico urgente san paolo,Exact,https://gala400.it/quartieri/idraulico-san-paolo.html,Enabled
PI Verona Quartieri,AG - San Paolo,pronto intervento idraulico san paolo,Phrase,https://gala400.it/quartieri/idraulico-san-paolo.html,Enabled
