Campaign,Ad Group,Keyword,Criterion Type,Final URL,Status
PI Verona Quartieri,AG - Santa Croce,idraulico h24 santa croce,Exact,https://gala400.it/quartieri/idraulico-santa-croce.html,Enabled
PI Verona Quartieri,AG - Santa Croce,emergenza idraulico santa croce,Phrase,https://gala400.it/quartieri/idraulico-santa-croce.html,Enabled
PI Verona Quartieri,AG - Santa Croce,emergenza idraulico santa croce,Exact,https://gala400.it/quartieri/idraulico-santa-croce.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico castelnuovo,Phrase,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico castelnuovo,Exact,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico urgente castelnuovo,Phrase,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico urgente castelnuovo,Exact,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,pronto intervento idraulico castelnuovo,Phrase,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,pronto intervento idraulico castelnuovo,Exact,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico h24 castelnuovo,Phrase,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,idraulico h24 castelnuovo,Exact,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,emergenza idraulico castelnuovo,Phrase,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Castelnuovo,emergenza idraulico castelnuovo,Exact,https://gala400.it/quartieri/idraulico-castelnuovo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico urgente bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico urgente bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,pronto intervento idraulico bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,pronto intervento idraulico bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico h24 bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico h24 bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,emergenza idraulico bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,emergenza idraulico bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico bussolengo verona,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,idraulico bussolengo verona,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,pronto intervento bussolengo,Phrase,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Bussolengo,pronto intervento bussolengo,Exact,https://gala400.it/quartieri/idraulico-bussolengo.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico urgente villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico urgente villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,pronto intervento idraulico villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,pronto intervento idraulico villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico h24 villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico h24 villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,emergenza idraulico villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,emergenza idraulico villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico villafranca di verona verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,idraulico villafranca di verona verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,pronto intervento villafranca di verona,Phrase,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - Villafranca di Verona,pronto intervento villafranca di verona,Exact,https://gala400.it/quartieri/idraulico-villafranca-di-verona.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico urgente san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico urgente san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,pronto intervento idraulico san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,pronto intervento idraulico san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico h24 san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico h24 san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,emergenza idraulico san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,emergenza idraulico san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico san giovanni lupatoto verona,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,idraulico san giovanni lupatoto verona,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,pronto intervento san giovanni lupatoto,Phrase,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - San Giovanni Lupatoto,pronto intervento san giovanni lupatoto,Exact,https://gala400.it/quartieri/idraulico-san-giovanni-lupatoto.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico urgente sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico urgente sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,pronto intervento idraulico sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,pronto intervento idraulico sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico h24 sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico h24 sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,emergenza idraulico sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,emergenza idraulico sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico sommacampagna verona,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,idraulico sommacampagna verona,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,pronto intervento sommacampagna,Phrase,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Sommacampagna,pronto intervento sommacampagna,Exact,https://gala400.it/quartieri/idraulico-sommacampagna.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico urgente pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico urgente pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,pronto intervento idraulico pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,pronto intervento idraulico pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico h24 pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico h24 pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,emergenza idraulico pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,emergenza idraulico pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico pescantina verona,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,idraulico pescantina verona,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,pronto intervento pescantina,Phrase,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - Pescantina,pronto intervento pescantina,Exact,https://gala400.it/quartieri/idraulico-pescantina.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico urgente san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico urgente san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,pronto intervento idraulico san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,pronto intervento idraulico san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico h24 san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico h24 san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,emergenza idraulico san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,emergenza idraulico san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico san martino buon albergo verona,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,idraulico san martino buon albergo verona,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,pronto intervento san martino buon albergo,Phrase,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - San Martino Buon Albergo,pronto intervento san martino buon albergo,Exact,https://gala400.it/quartieri/idraulico-san-martino-buon-albergo.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico urgente legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico urgente legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,pronto intervento idraulico legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,pronto intervento idraulico legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico h24 legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico h24 legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,emergenza idraulico legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,emergenza idraulico legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico legnago verona,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,idraulico legnago verona,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,pronto intervento legnago,Phrase,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Legnago,pronto intervento legnago,Exact,https://gala400.it/quartieri/idraulico-legnago.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico urgente negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico urgente negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,pronto intervento idraulico negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,pronto intervento idraulico negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico h24 negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico h24 negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,emergenza idraulico negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,emergenza idraulico negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico negrar verona,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,idraulico negrar verona,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,pronto intervento negrar,Phrase,https://gala400.it/quartieri/idraulico-negrar.html,Enabled
PI Verona Quartieri,AG - Negrar,pronto intervento negrar,Exact,https://gala400.it/quartieri/idraulico-negrar.html,Enabled